Column1,Column2
"If you dont want me , Dont fuck with my feelings.",angry
Never Love Someone At The Cost Of Your Dignity And Self Respect...!!!,angry
Beauty is only skin deep.Attitude is down to the bone.,angry
"You treated me like an option, so i left you like a choice",angry
"There are two ways to be happy: Change your situation, or change your mindset towards it.",angry
"Your attitude may hurt me, But mine can Kill You!!",angry
I'm a very private person. You don’t ask i don’t tell.,angry
I am not your toy.,angry
Sometimes I want to treat people how they treat me But I don’t because It’s out of my character.,angry
"If you ever think I am ignoring you, I swear I am. My phone is in my hand 24×7 ",angry
"Take care of Your Status, don’t be care taker of My Status",angry
If there is no one to hold your hand put your hands in your pocket and continue your walk.,angry
"Don’t be afraid of being outnumbered , eagles fly alone. Pigeons flock together.",angry
I am who i am and i won't change for anyone.,angry
"I don’t care for people, who don’t care for me.",angry
Nobody can teach me who I am.,angry
"Yes, I’m smiling. But you’re not the reason anymore.",angry
"Choose me or lose me. I am not a backup plan, and definitely not a second choice.",angry
I don’t go crazy. I am crazy. I just go normal from time to time….,angry
"Never, never, never, never give up.",angry
There’s a difference between somebody who wants you and somebody who would do anything to keep you. Remember that.,angry
"Before you judge me, Make sure that you’re perfect.",angry
I dont have enough middle fingers to show you how i feel.,angry
"Yes, i have changed. Pain does that to People.",angry
"Dear Girls, Stop comparing all guys with your ex. Not all of us are players and jerks.",angry
The bravest thing I ever did was continuing my life when I wanted to die.,angry
"Show me, don't tell me.",angry
"I don’t fear commitment, I fear wasting my time.",angry
"I live, I love, I fight, I cry, but I never give up",angry
How he treats you is how he feels about you.,angry
"Someone Asked me what is UR attitude then i simply replied... "" BEING SINGLE IS MY ATTITUDE…""",angry
My attitude depends on the people in front of me.,angry
Im not selfish but whats Mine is MINE . End of story,angry
"if you want me let me know, if you dont, please gently let me go.",angry
They laughed at me because I'm different. I laughed at them because they're all the same.,angry
"I don’t insult people , I just describe them.",angry
"Two fundamentals of cool life – Walk like you are the king OR walk like you don’t care ,who is the king.",angry
"I trusted you but now your words mean nothing to me, because your actions spoke the truth.",angry
"If you like me Then raise your hand, If not then raise your standard.",angry
"Beauty Fades After Time, But Personality Is Forever!",angry
"Dear broken hearted girls , Hold your head up high and you middle finger higher , let him know what he is missing",angry
"Be a girl with a mind, a bitch with an attitude, and a lady with class.",angry
"I have no need for people who come to me when they need me,then throw me aside when they're fine.",angry
This is how it goes. I will respect those who respect me & forget those who forget me. Simple as that.,angry
When Sum One Hates You for no reason. Give them a reason.,angry
Never give up on something you love,angry
"Excellence is not a skill, It is an attitude. ",angry
"If you want me, come and get me. If you want me to come, forget it.",angry
"Good girls are bad girls, who never get caught.",angry
"To keep a relationship, you must keep your business to yourself and your partner, The whole world doesnt need to know your problems.",angry
If your are still hate me!then No Problem!.,angry
"Problem is not a problem, but problem is that,is your attitude towards the problem.",angry
"Girls are like parking spaces, all the good ones are already taken.",angry
Seeing your ex go through what they put you through.. Priceless.,angry
"Stop asking for faithful girls, when you are too busy chasing hoes.",angry
The only difference between a good day and a bad day is your attitude.,angry
"I don't trust easily. So when I tell you that ""I trust you"", please don't make me regret it.",angry
"I'm Not a Tumblr Girl, But I'm Beautiful",angry
To all the girls that say gentlemen don't exist anymore: They do exist but gentlemen are attracted to ladies. Not sluts.,angry
"Don't even try and judge me dude,You have no idea what the Fuck I've been through.",angry
"If you want me let me know. If you don't, please gently let me go.",angry
"Putting in headphones, to avoid people's bullshit.",angry
i am scared to see you with someone else.,angry
Silence is the best way to react while angry.,angry
I hate the moment when suddenly my anger turns into tears.,angry
Silence is the best way to react while angry.,angry
Some things can never be forgotten and nor forgiven.,angry
There are no words to describe the anger and frustration that I am feeling right now.,angry
Don't make so many promises when you can't even keep one.,angry
"Sometimes i’m not angry, i’m hurt and there’s a big difference.",angry
"It’s better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleaneses the heart..",angry
"If I delete your number, you’re basically deleted from my life.",angry
Getting angry is actually punishing yourself with the mistakes of others.,angry
Some people never realise the emotional and mental damage they do to others.,angry
"Your mistake is letting me go, my mistake was letting you in.",angry
"Nobody makes you angry, you decide to use anger as a response.",angry
The same person who said the sweetest things to me also said some of the meanest things I've ever heard.,angry
"Never forget what someone says to you when they are angry, because that’s when the truth comes out",angry
"When we don’t know who to hate, we hate ourselves.",angry
Some people need to open their small minds instead of their big mouths.,angry
Anger is a feeling that makes your mouth work faster than your mind.,angry
"When you are angry, your text speed increases by a ridiculous amount.",angry
For every minute you are angry….. you lose sixty seconds of happiness… Think about It,angry
It sucks when you realize you rejected other people for that one person who wasted your time.,angry
"Anger is our natural deffense against pain. So when i say i hate you, it really means you hurt me.",angry
"Everything is getting expensive except some people, they are getting cheaper…",angry
Anger is poison. You must purge it from your mind or else it will corrupt your better nature.,angry
They say milk is good for your teeth. You know what else is good for your teeth? Minding your own damn business.,angry
"Anger makes you smaller, while forgiviness forces you to grow beyond what you were..",angry
"['Hating Me Won’T Make You Pretty.', 'Anger Is One Letter Short Of Danger.', 'I Am If I Changed, But You Changed Too.', 'Anger Is My Power So Don’t Make Me Angry.', 'Even The Nicest People Have Their Limits.', 'Whatever Is Begun In Anger Ends In Shame.', 'Don’T Make Me Angry And Change Your Status.', 'Silence Is The Best Way To React While Angry. ( Angry Whatsapp Status\xa0', 'I Hope Karma Slaps You In The Face Before I Do.', 'An Angry Man Opens His Mouth And Shuts His Eyes.', 'I Am Not In A Bad Mood, Everyone Is Just Annoying.', 'A Quick Temper Will Make A Fool Of You Soon Enough.', 'Yes I Am Smiling But You Are Not The Reason Anymore.', 'My Attitude Will Always Be Based On How You Treat Me.', 'You Blocked Me On Facebook & Noe You’Re Going To Die.', 'Anger Tears Me Up Inside…My Own…Or Anyone Else’S. (\xa0Angry\xa0Quotes\xa0', 'You Should Make A Woman Angry If You Wish Her To Love.', 'Sometimes I’M Not Angry. I’M Hurt And There’S A Big Diff.', 'Never Go To Bed Angry, Stay Awake And Plot Your Revenge.', 'It’S Easier To Say You’re Mad Than To Admit You’Re Hurt.', 'Don’T Make So Many Promises When You Can’T Even Keep One.', 'We Met For A Reason, Either You’Re A Blessing Or A Lesson.', 'I Hate The Moments When Suddenly My Anger Turns Into Tears.', 'Tell The Truth, Or Eventually Someone Will Tell It For You. (\xa0Angry Status\xa0', 'Its Just A Chapter In Your Life, Turn The Page And Move On.', 'When People Get Angry With Him, I Remind Them That He’S Kid.', 'If Someone Is Angry With You And You Laugh At Them, You Win.', 'Nobody Makes You Angry. You Decide To Use Anger As A Response.', 'I Miss You That True But It Doesn’t Mean I Forget Your Lies.', 'The Best Revenge Is To Be Unlike Hi Who Performed The Injury.', 'Anger Is Never Without A Reason, Butt Seldom With A Good One.', 'If I Delete Your Number, You’Re Basically Deleted For My Life. (\xa0Angry Whatsapp Status\xa0', 'Don’T Judge Someone Just Because They Sin Differently Than You.', 'People Change. Things Go Wrong. Shit Happens. But Life Goes On.', 'Anger Is Feeling That Make Your Mouth Work Faster Than Your Mind.', 'Don’T Be Angry With People Who Don’T Have The Capacity To Change.', 'All Angry Persons Are To Be Treated, By The Prudent, As Children.', 'When U Are Angry, Ur Text Speed Increases By A Ridiculous Amount.', 'If You Wake Me Up & I Don’T Get Angry, You Must Be Pretty Special.', 'Control Your ” Anger “. It Is Just One Letter Away From “D” Anger.\xa0( Angry Whatsapp Status\xa0', 'For Every Minute You Are Angry You Lose Sixty Seconds Of Happiness.', 'Anger Is A Condition In Which The Tongue Works Faster Than The Mind.', 'I Don’T Need Anger Management, I Need People To Stop Pissing Me Off.', 'Unless I Am Sitting On Your Face My Weight Is None Of Your Business!', 'People Won’T Have Time For You If You Are Always Angry Or Complaining.', 'Just Because You’Re Angry, Doesn’T Mean You Have The Right To Be Cruel.', 'Sometimes I Get To The Point Of Frustration, That I Just Become Silent.', 'Some People Need To Open Their Small Minds Instead Of Their Big Mouths.', 'When I’M Shouting, Your Fine. It’S When I Go Silent You Need To Worried.\xa0(\xa0Anger Status for Whatsapp\xa0', 'Anger Is Nothing Than An Outward Expression Of Hurt, Fear & Frustration.', 'Never Do Anything When U Are In A Temper, For U Will Do Everything Wrong.', 'Never Regret Anything, Because At One Time It Was Exactly What You Wanted.', 'Sometimes I Feel Like Giving People A High-Five In That Face, With A Chair.', 'Six Letters, Two Words, Easy To Say, Hard To Explain, Harder To Do. Move On.', 'You Will Not Be Punished For Your Anger, You Will Be Punished By Your Anger.', 'Holding On To Anger Is Like Drinking Poison And Expecting The Person To Die. ( Angry Whatsapp Status\xa0', 'No Matter How Angry You Get, You Always End Up Forgiving The People You Love.', 'Life Is Too Short To Spend Time With People Who Suck The Happiness Out Of You.', 'Anger Doesn’T Solve Anything. It Build Nothing, But It Can Destroy Everything.', 'Anger Doesn’T Solve Anything. It Builds Nothing, But It Can Destroy Everything.', 'I’M Sorry I Got Angry And Said A Lot Of Things I Mean But Shouldn’T Have Said.', 'If You’Re Going To Talk About Me Behind My Back, Don’T Smile At Me To My Face !', 'If Another Can Easily Anger You, It Is Because You Are Off Balance With Yourself.', 'Speak When You Are Angry And You Will Make The Best Speech You Will Ever Regret.', 'Smile……It Will Either Warn Their Heart, Piss Them Off….Either Way You Win ! ( Angry Whatsapp Status\xa0', 'Anger Makes You Smaller, While Forgiveness Forces You To Row Beyond What You Were.', 'Never Make A Decision When You Are Angry. Never Make A Promise When You Are Happy.', 'Stop Telling Me To Stay Calm. You’Re The One Who Pissed Me Off In The First Place.', 'Definition Of Ex: Thanks For The Experience. Our Time Has Expired. Now Exit My Life.', 'Listen To People When They Are Angry, Because That Is When The Real Truth Comes Out.', 'I Think That Stupid People Were Put On This Planet To Test My Anger Management Skills.', 'No One Will Ever Understand What I Mean Even If I Pour My Heart Into Words And Scream.\xa0(\xa0Angry Quotes for Relationship\xa0', 'I Wouldn’t Have To Manager My Anger, If People Could Learn To Manager Their Stupidity.', 'You Never Apologized For Hurting Me, But I Say Sorry  Times For Being Angry About It.', 'Don’T Waste You Time On Revenge. Those Who Hurt You Will Eventually Face Their Own Karma.', 'Anger Hurts You, Not The Person You’Re Angry At. Don’T Waste Life Getting Mad All The Time.', 'Our Days Are Happier When We Give People A Bit Of Our Heart Rather Than A Piece Of Out Mind.', 'The World Need Anger. The World Often Continues To Allow Evil Because It Isn’T Angry Enough.', 'Sometimes We Forgive Not Because We Are Wrong But Because Staying Angry Robs Us Of Happiness.', 'If You Don’T Know Your Own Worth And Value, Don’T Expect Someone Else To Calculate It For You.\xa0(\xa0Angry Status for Whatsapp\xa0', 'Don’T Change So People Will Like You. Be Yourself And The Right People Will Love The Real You.', 'A Woman Who Truly Loves You Will Be Angry At You For So Many Things, But Will Never Leave You.', 'Anger Is Great Force. If You Control It, It Can Transmuted Into A Power Can Moe The Whole World.', 'Never Forget What Someone Says To You When They’Re Angry Because That Is When The Truth Comes Out.', 'I Can Forgive A Lot Of Things…But Lies Aren’T One Of Them…So I Hope You Choke On The Lies You Told', 'If Someone Throws A Stone At You, Throw A Flower At Them. But Remember To Throw Flower Pot With It.', 'If You Tell The Truth, It Becomes A Part Of Your Past. If You Lie, It Becomes A Part Of Your Future.\xa0(\xa0Angry Love Quotes\xa0', 'People Say Everything Happens For A Reason. So When I Punch You In The Face, Remember I Have A Reason.', 'I Don’T Want To Hurt You Or Anybody So Please Forget About Me. Just Try. Find Yourself A Better Friend.', 'The More Anger You Hold Towards The Past In Your Heart, The Less Capable You Are Of Loving The Present.', 'Sometimes One Middle Finger Isn’T Enough To Let Someone Know How You Feel. That’S Why You Have Two Hands.', 'A Fake Friend Calls When They Need Something. A Real Friend Calls To Ask If You’Re In Need Of Something.', 'My Hate For You Is Undying & It Will Never Pause. Just Like How Much My Love For You Once Was. I Hate You. ( Angry Whatsapp Status\xa0', 'I Hate That I Cry I’M Frustrated Because People Think I’M Hurt When I’M Really Just Trying Not To Kill You.', 'Make You Anger So Expensive That No Can Afford It & Make Your Happiness So Cheap That Can Almost Get It Free.', 'I Will Not Delete You Or Block You. I Am Keeping You There So You Will Be Able To See How Happy I’M Without You.', 'I’M Sad, Hurt, Angry, Disappointed. But You Know What ? I’Ll Put On A Smile And Move On. But Will Hurt, But I Will Survive.', 'Anger Won’T Make Your Problems Easier. Tears Won’T Bring Back What Is Gone. But A Smile And Gratitude Will Make You Stronger.', 'Never Get Jealous Or Angry When You See Your Ex With Someone Else, Because Our Parents Taught Us To Give Out Used Toys To The Less Fortunate.', 'A Person Who Has Lots Of Anger Inside, Definitely Loves People More Than Anyone Else Can. Because If Red Colour Indicates Anger Than It Indicates Love Too. ( Angry Whatsapp Status\xa0']",angry
I Forgive But Never Forgot.,angry
I May Be Wrong. But I Doubt It.,angry
Nobody Move. I Just Lost My Mind.,angry
I Am Hot Dude With A Cool Attitude.,angry
Sorry Vegetarians We Can’T Pretend.,angry
Follow Your Heart But Don;T Be Stupid.,angry
My Attitude Based On How You Treat Me.,angry
I Not Perfect But I Am Limited Addition.,angry
I’M Cool But Global Warming Made Me Hot.,angry
Stop Checking My Status ! Go Get A Life!,angry
I’M Not Nerd. I Am Just Smarter Than You.,angry
I’M Sorry If I Change But You Changed Too.,angry
I Am Who I Am. Your Approval Is Not Needed.,angry
"I’M Not Special , I’M Just Limited Edition.",angry
Your Silence Is The Best Response To A Fool.,angry
I Am Me And I Won’T Change Myself For Anyone.,angry
Don’T Take My Kindness As A Sign Of Weakness.,angry
Excellence Is Not A Skill. It Is An Attitude.,angry
Everything That Kills Me Makes Me Feel Alive.,angry
I’M Sorry My Fault. I Forgot You’Re An Idiot.,angry
I’M Poor. I Can’T Pay Attention In Class Room.,angry
"Before You Judge Me, Make Sure You Are Perfect.",angry
You Attitude May Hurt Me But Mine Can Kill You.,angry
"Yeah You – The One Reading My Status, Get Lost!",angry
Don’T Copy My Attitude Because It’S My Attitude.,angry
"When I’M Good I’M Best , When I’M Bad I’M Worst.",angry
Hurt Me With Truth But Never Comfort Me With Lie.,angry
The Biggest Slap To Your Enemies Is Your Success.,angry
You Say I Dream Too Big. I Say You Think To Small.,angry
Don;T Show Me Ur Attitude As You Can’T Handle Mine.,angry
"I Don’T Have A Bad Handwriting, I Have My Own Font.",angry
My Attitude Will Always Be Based On How You Treat Me.,angry
I Never Insult People I Only Tell Them What They Are.,angry
My Level Of Maturity Changes Depending On Who I’M With.,angry
Attitude Is A Little Thing That Makes A Big Difference.,angry
I Allow Myself To Be Badass Confident In All That I Do.,angry
Style Is A Reflection Of Your Attitude And Personality.,angry
You Are A Designer Of Your Own Destiny. Make It Better.,angry
"I may win and I may lose, but I will never be defeated.",angry
"If You Think I Am Bad Than You’Re Wrong, I’M The Worst.",angry
"I Know I Am Awesome, So I Don’T Care About Your Opinion.",angry
I Don’T Need To Explain Myself Because I Know I’M Right.,angry
"People May Hear Your Words, But They Feel Your Attitude.",angry
My “Last Seen At” Was Just To Check Your “Last Seen At”.,angry
The Best Way To Destroy An Enemy Is To Make Him A Friend.,angry
Me And My Wife Live Happily For  Years And Then We Met…,angry
I Wish I Had Google In My Mind And Antivirus In My Heart.,angry
I’M Not Changed It’S Just I Grew Up And You Should Try Too.,angry
Fake People Have Image To Main. Real People Just Don’T Care.,angry
"Of Course, I Talk To Myself, Sometimes I Need Expert Advice.",angry
Life Is Too Short. Don’T Waste It Removing Pen Drive Safely.,angry
"Life Will Give You Exactly What You Need, Not What You Want.",angry
"If you are currently in Anger Mood then Read These Wonderful Collection of Feeling Angry Status in English Quotes. Latest Angry Status in English for Whatsapp & Facebook. Get Best Feeling Very Angry Status in English for Boyfriend, Girlfriend, Husband, Wife, Boy",angry
Some People Need to Open Their Small Minds Instead Of Their Big Mouths.,angry
"People Change, Things Go Wrong, Shit Happens, But Life Goes On.",angry
"Don’T Try To Please Other People If In The End, You Know It Wont Work.",angry
"When You Stopped Believing In Me, I Did Too.",angry
It Takes A Lot Of Energy To Get Angry. I Don’t Care To Use My Energy That Way.,angry
It Takes A Lot Of Energy To Get Angry. I Don’T Care To Use My Energy That Way.,angry
"I May Look Calm, But In My Head I’ve Killed You About 5 Times.",angry
Sometimes I’M Just Not In The Mood To Talk.,angry
"If I Delete Your Number, You’Re Basically Deleted From My Life.",angry
"Go Ahead, Judge Me. Just Remember To Be Perfect For The Rest Of Your Life!!",angry
I Wouldn’t Have To Manage My Anger If People Could Learn To Manage Their Stupidity.,angry
"In this specific angry status article, I have included all the latest awesome collection of best feeling angry status in English. Which you can share with your friends, girlfriend, boyfriend, wife and husband. We have the Collection of Best Feeling Angry Status in English for Boys. Also we have separate collection of Feeling Angry Status in English for Girls. If you want to express your feelings in terms of anger you can express your anger in a very special way by forwarding this wonderful Angry Status in English to your Boyfriend, Girlfriend, Wife, Husband, Friends.",angry
"I Will Not Delete You Or Block You. I Am Keeping You There So, You Will Be Able To See How Happy I’M Without You.",angry
It Sucks When You Realise You Rejected Other People. For That One Person Who Wasted Your Time.,angry
"Don’T Be So Happy, I Don’T Really Forgive People, I Just Pretend Like It’S OK And Wait For My Turn To Destroy Them.",angry
"I’M The Person That The More You Complain About Me, The Harder I’Ll Try To Annoy You.",angry
Best One Line Angry Status for Whatsapp in English,angry
Some People Never Realise The Emotional And Mental Damage They Do To Others.,angry
You Should Have Two Facebook Accounts. One For Each Face.,angry
I Would Not Have To Manage My Anger If People Would Manage Their Stupidity.,angry
Don’t Put Words Into My Mouth. I Have Got Plenty To Say.,angry
"Don’t Tell Me How To Live My Life, I Do Things My Way.",angry
"I Would Not Have To Manage My Anger, If People Would Manage Their Stupidity.",angry
"Everything Is Getting Expensive Except, Some People They Are Getting Cheaper.",angry
Are you searching for Very Angry Whatsapp Status in English? You have reached at the right place! You might be aware about the Feelings. Everyone feels anger and everyone wants to share their feelings and thoughts in words. But unfortunately can’t find proper words to express feelings and thoughts. In this article I have shared most wonderful collection of Feeling Very Angry Status in English for Whatsapp and Facebook. You can also share your feelings in comment box by in the form of words of Feeling Very Angry Status in English Fonts for Facebook and Whatsapp.,angry
Get the Latest Wonderful Collection of Feelings Angry Status in English. All these type of Status are the representation of your Anger once you Get Angry on your loved ones.,angry
"You Can’T Trust Anybody These Days, You Think You Have A Good Friend Till You.",angry
Turn Around And Realize They Have The Knife 6 Inches Deep In Your Back.,angry
Definition of EX: Thanks for the experience.,angry
Our time has expired. Now exit my life.,angry
"My silence doesn’t mean that I quit.. It simply means that, I don’t want to argue with people who just don’t want to understand.!",angry
"For every minute you remain angry, you give up sixty seconds of peace of mind.",angry
"It’s better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleanness the heart.",angry
"If you’re going to talk about me behind my back, don’t smile at me to my face!.",angry
"Anger is an acid that can do more harm to the vessel in which, it is stored than to anything on which it is poured.",angry
As soon as you set your status on whatsapp or Facebook by using our Best Angry Status in English for Boyfriend and Girlfriend people will come to know that what exactly you are feeling right this moment. If they care for you they will ask about the reason behind your anger. This Best Angry Status in English for Boyfriend or Girlfriend could be the mirror of your heart. In this post you will get Best Angry Status Quotes for Fb you can use them whenever you get angry on someone.,angry
"Sometimes I’m not angry, I’m hurt and there’s a big difference.",angry
Never make yourself feel like nothing to make someone else feel like everything.,angry
"Never forget what someone says to you when they are angry, because that’s when the truth comes out.",angry
Anger repressed can poison a relationship as surely as the cruelest words.,angry
"Anger is never without a reason, but seldom with a good one.",angry
"Anger is not bad. Anger can be a very positive thing, the thing that moves us beyond the acceptance of evil.",angry
"Anger is a great force. If you control it, it can be transmuted into a power, which can move the whole world.",angry
Usually in everyday life we have to deal with certain scenario when we are irritated due to certain situation as well as some problems. I understand at that time we feel seriously awful and also can’t get any specific clue how to handle it and even exactly what to show.,angry
"In this kind of situation, such angry status for whatsapp will allow you to show your feelings and thoughts. Right here you can get an array of Angry Whatsapp Status in English.",angry
The embarrassment after the anger is biggest humiliation a person can experience.,angry
"The strong man is not the good wrestler, the strong man is, only the one who controls himself when he is angry.",angry
"Angry? Take a deep breath before you speak, because your mouth acts quicker than your brain.",angry
Some people never realize the emotional and mental damage they do to others.,angry
"When you ask someone if you over reacted, then that’s your heart telling your mind that it was a stupid decision.",angry
"Nobody makes you angry, you decide to use anger as a response.",angry
"Never do anything when you are in a temper, for you will do everything wrong.",angry
A moment of patience in a moment of anger saves a thousand moments of regret.,angry
"I don’t have a short temper I just have a low tolerance for, stupidity, immaturity and ignorance.",angry
"All angry persons are to be treated, by the prudent, as children.",angry
Anger is a condition in which the tongue works faster than the mind.,angry
"I just don’t care if anyone doesn’t like me, I wasn’t put on earth to entertain everyone.",angry
"A fool gives full vent to his anger, but a wise man keeps himself under control.",angry
"No matter how long you know someone, they eventually show their true colors.",angry
Second chances are only meant for those who learned from the first time.,angry
"If you are patient in one moment of anger, you will escape a hundred days of sorrow.",angry
Two things a man should never be angry at. What he can help… and what he cannot help.,angry
The worst tempered people.  I’ve ever met were people who knew they were wrong.,angry
You think that you have damaged me but really you just made me that much more stronger.. Thank You!!,angry
"Do not teach your children never to be angry, teach them how to be angry.",angry
There are no words to describe the anger and frustration that I am feeling right now.,angry
It’s tough when the people you care about the most are the ones who make you feel the worst.,angry
Tired of waking up everyday and putting on a stupid fake smile and lying to the world.,angry
"Stop being so negative, go see a psychiatrist or something Facebook is for happy people.",angry
"Anger makes you smaller, while forgiveness forces you to grow beyond what you were.",angry
"People change, things go wrong, shit happens, but life goes on.",angry
I have no nationality – the best possible status for an intellectual.,angry
"Don’t try to please other people if in the end, you know it wont work.",angry
For every Minute you are angry you loose sixty seconds of happiness.,angry
Education is the powerful weapon to chance the world.,angry
"Life is simple, people are complicated.",angry
"Beware, I’m not in my greatest mood today.",angry
Anger is just one letter short of DANGER!!!.,angry
Never go to bed mad. Stay up and fight.,angry
Sometimes you just wanna give people a high five to the face.,angry
"By God, there’s a lot to make you angry.",angry
Telling someone to calm down just makes them so much more angry.,angry
"I’ve tried and tried and now I give up. I refuse to be the perfect friend, to people that cant treat me with the same respect.",angry
"Never forget what someone says to you when they are angry, because that’s when the truth comes out.",angry
It Is Clear That You Have Lost Your Importance From Their Life…!!!,angry
"People change, things go wrong, shit happens, but life goes on.",angry
Follow your heart and see where you land.,angry
Don’T Make So Many Promises When You Can’T Even Keep One.,angry
There Is No Excuse For Cheating In A Relationship.,angry
"I Don’T Regret My Past. I Just Regret The Time, I Have Wasted With The Wrong People.",angry
Some Things Can Never Be Forgotten And Nor Forgiven.,angry
"The More I Get To Know Guys, The More I Like Dogs.",angry
"I Don’T Need To Manage My Anger, People Need To Manage Their Stupidity.",angry
"I Just Don’T Care If Anyone Doesn’t Like Me, I Wasn’t Put On Earth To Entertain Everyone.",angry
"I Told You I Needed You, You Told Me The Same. I Wasn’t Lying, So Why Didn’t You Tell The Truth?",angry
"My Life, My Choices, My Problems, My Mistakes, My Lessons. Not Yours.",angry
Some Friends Are Like Pennies. Two-Faced & Worthless.,angry
"Business, Mind Your Own Problems Before You Talk About Mine.",angry
"Never Get Into Fights With Ugly People, They Have Nothing To Lose.",angry
"When You Are Angry, Your Text Speed Increases By A Ridiculous Amount.",angry
"Actions Speak Louder Than Words, Your Words Don’T Mean Anything To Me. When Your Actions Are Telling Me Different.",angry
Definition Of Ex: Thanks For The Experience. Our Time Has Expired. Now Exit My Life.,angry
I Text You Because I Want To Have A Conversation With You. Not To Get One Word Answers.,angry
"Never Forget What Someone Says To You When, They Are Angry, Because That’S When The Truth Comes Out.",angry
Some People Need To Open Their Small Minds Instead Of Their Big Mouths.,angry
It sucks when you realise you rejected other people for that one person who wasted your time.,angry
Anger is only one letter short of Danger.,angry
"Man is about as big as the things that make him angry, When you stopped believing in me, I did too.",angry
"Your mistake is letting me go, my mistake was letting you in.",angry
"Is singing, if you’re angry and you know it punch their face.",angry
"Don’t get mad, smile and creep them out instead.",angry
Did you ever just want to slap the stupid out of someone?,angry
"Just because I’m being quiet, that doesn’t mean I’m mad.",angry
Is getting close to just walking away?,angry
May I kill you in the morning?,angry
"Anger makes dull men witty, but it keeps them poor.",angry
Don’t get mad – Just get even.,angry
Whatever is begun in anger ends in shame.,angry
Anger is temporary madness.,angry
"Anger as soon as fed is dead, This starving makes it fat.",angry
Anger is fear in disguise.,angry
Anger blows out the lamp of the mind.,angry
Anger always comes from frustrated expectations.,angry
An angry man opens his mouth and shuts his eyes.,angry
"Never go to bed angry, stay awake and plot your revenge.",angry
Anger at lies lasts forever. Anger at truth can’t last.,angry
Never regret something that once made you smile.,angry
"All angry persons are to be treated, by the prudent, as children.",angry
The Opposite Of Anger Is Not Calmness It’s Empathy..,angry
"Anger can kill, even a feather gently blowing in the wind..",angry
"What Is Anger? It is a punishment we give to ouself, for someone else’s mistake!",angry
"I grew up with lots of anger, frustration and violence in my heart.",angry
"Only three type of people tell the truth: Kids, the drunk, and the angry.",angry
"I Don’t Usually Lose My Temper, But If I Do It’s True I M Scary",angry
Try to manage your anger since people can’t manage their stupidity..,angry
Anger and intolerance are the enemies of correct understanding.,angry
For every minute you are angry you lose sixty seconds of happiness..,angry
Nobody makes you Angry you decide to use anger as a response..,angry
Sometimes I Want To Treat People How They Treat me But I Can’t Because That’s Not My Character,angry
“Make your anger so expensive that no one can afford it and make your happiness so cheap that people can almost get it free.”,angry
Control your “Anger” because it is Just one Letter away From “D” anger.,angry
ANGRY? Take a deep breath before you speak because your mouth acts quicker than your brain.,angry
Anger is the fuel of losing control.,angry
"I don’t need anger management, you just need to stop making me angry!!",angry
ANGER DESTROYS MORE THAN IT REPAIRS.,angry
“When you are angry Be Silenty.”,angry
Sometimes one middle finger isn’t enough to let someone know how you feel. that’s why you have two hands…,angry
Some people need to open their small minds instead of their big mouths!,angry
"Don’t try to please other people if in the end, you know it won’t work.",angry
It takes a lot of energy to get angry. I don’t care to use my energy that way.,angry
Sometimes I’m just not in the mood to talk…,angry
"I may look calm, but in my head I’ve killed you about times.",angry
"When you stopped believing in me, I did too!",angry
"People change, things go wrong, shit happens, but life goes on…",angry
"If I delete your number, you’re basically deleted from my life.",angry
I wouldn’t have to manage my anger if people could learn to manage their stupidity.,angry
It sucks when you realize you rejected other people for that one person who wasted your time.,angry
"I’m the person that the more you complain about me, the harder I’ll try to annoy you.",angry
You should have two facebook accounts. One for each face.,angry
"Don’t put words into my mouth. I have got plenty to say. Don’t tell me how to live my life, I do things my way.",angry
"Everything is getting expensive except some people, they are getting cheaper.",angry
You can’t trust anybody these days… You think you have a good friend till you turn around and realize they have the knife nches deep in your back.,angry
"Everything is getting expensive except some people, they are getting cheaper…",angry
I would not have to manage my anger if people would manage their stupidity.,angry
Some people never realize the emotional and mental damage they do to others.,angry
"Don’t be so happy, I don’t really forgive people, I just pretend like it’s ok and wait for my turn to destroy them.",angry
I will not delete you or block you. I’m keeping you there so you will be able to see how happy I’m without you.,angry
"Go ahead, judge me. Just remember to be perfect for the rest of your life!",angry
"Nobody makes you angry, you decide to use anger as a response.",angry
My silence doesn’t mean that I quit… It simply means that I don’t want to argue with people who just don’t want to understand.,angry
"If you are patient in one moment of anger, you will escape a hundred days of sorrow.",angry
"Never forget what someone says to you when they are angry, because that’s when the truth comes out.",angry
Anger is a feeling that makes your mouth work faster than your mind.,angry
What goes around comes around. That’s what people say. So all the pain you caused me will come back to you someday.,angry
I will not delete you or block you. I’m keeping you there so you will be able to see how happy I’m without you…,angry
I text you because I want to have a conversation with you. Not to get one word answers.,angry
Definition of Ex: Thanks for the experience. Our time has expired. Now exit my life.,angry
"Actions speak louder than words, your words don’t mean anything to me when your actions are telling me different.",angry
"Never get into fights with ugly people, they have nothing to lose…",angry
"When you are angry, your text speed increases by a ridiculous amount.",angry
"My life, my choices, my problems, my mistakes, my lessons. Not your business, mind your own problems before you talk about mine.",angry
"No matter how long you know someone, they eventually show their true colors.",angry
Don’t make so many promises when you can’t even keep one.,angry
"I told you I needed you, you told me the same. I wasn’t lying, so why didn’t you tell the truth?",angry
